"V1","V2","V3","V4","V5","V6"
-23.5420051810846,44.8230669615064,49.8745271737073,-34.092114825967,-43.2409602439834,-37.7193634780794
-31.7733452582263,61.70035270504,-40.8557997298647,-45.5655774993574,-58.5526033018255,70.8579365473522
19.3564438637843,-45.0382927379431,-45.4760171111603,29.5279038559594,18.0367888709288,27.6127614760468
-32.7687611825377,15.0139221399158,-31.858014748951,14.6823429665715,24.5643927903776,-25.9384445151078
30.6457511010943,-31.9163196187212,-37.5616666624254,-33.5188196239109,22.5430148698513,26.8031280773422
-32.9055702522845,20.0629797411377,-46.8814102944641,-20.2990141989094,44.3217972367155,19.3420135997862
26.9477542876565,35.4147299423607,-25.7321219885167,-33.7632715106995,35.5304222433767,35.6419912054316
-28.5885212411333,56.1162802131842,47.8062302041835,-61.9203478763419,50.3476894031946,-39.2308326799714
-24.3126290019752,-63.2485176955178,29.10430018553,50.5973377479324,-91.5081445446551,-57.7766564626696
22.4976289558964,-49.2975688250343,-36.1258262858137,68.4859825215867,-63.1440199587235,57.7173870694368
71.2934375126571,-79.2196781574918,-73.5835052743181,-63.2899351536888,-60.59528190947,-71.3269757682445
-27.2189180574277,37.3624681769367,41.6956523012002,-33.3171222255243,-33.3650443287503,-43.9163082436834
18.4577262928932,32.3692261957363,-44.6514932935164,48.6363251397614,55.7264553318278,39.9455717001259
48.6332164769108,-44.4182945117642,-55.617987800666,-57.9502037431016,-49.9749437516579,-52.8335153912588
-40.3681210259511,60.6323420864981,40.7946272638468,-46.8428762310998,57.1763206562187,51.6536507457745
-36.0210506932036,-45.7942890228992,20.7523139527645,-60.1664263702867,106.081912454251,52.6693549942946
-28.0348651693844,49.6644522782702,32.3587966593683,-34.4928758705099,50.2633699631903,57.7689122627333
33.8914322679157,43.3035780049015,73.4902918598117,-59.8877223907977,46.8425373304818,-55.7682661162994
58.636967109546,51.3900187004554,57.92586298662,-47.5940479881625,-48.4626787466914,85.1159826895706
13.1109189484324,29.2600942461936,-14.9842262555145,-21.8852095603421,33.7208240184137,51.464590582908
23.260565967092,36.593878258598,37.8542134113171,28.7866867270886,36.3205946060228,24.9737255663908
-28.9436389753737,28.4740006517114,27.1981242044066,29.9077004144935,21.8693644515603,33.0648431127461
-24.937724717247,32.1059064713116,-27.692988316113,31.5712351766385,38.4749910671112,56.6967071819796
20.3952218612373,39.169571584017,-26.3933801379125,22.4597295316674,-24.1361616835769,21.6764899275612
49.3088832493672,49.6229547348997,38.2406502452178,54.4386552575401,35.2044443236707,65.2703894875877
-34.5667833228343,-28.6024753258861,39.0380143858166,-26.8033804767648,53.531985817848,66.2277852028273
32.2641275429264,-91.8994641781947,-41.8095658406606,40.6989037833811,60.8232360228871,52.6423011255332
23.5335411177853,-24.3240461573459,46.5549919712504,32.0252225578843,37.6606632754844,-28.5025001428445
-36.0754903253554,23.1411884500405,-30.3708808446866,39.7839466910029,34.6915098816972,58.4576142752265
14.6964963352203,23.5381937533168,30.332873741856,-24.7772051329081,-29.2958406018443,23.970152996708
27.744860700251,37.8580297416791,26.582324527642,-42.9176433180941,-34.7893367084016,24.6552131557682
-18.8070521310081,46.4413341993468,43.1083474423963,-54.0481235834422,-52.4902663291751,-48.3699324886104
37.9187445643407,30.7599194209502,34.8794358072396,-30.5133330254153,60.6913737416538,-40.6378916807565
-30.4581211720792,-17.8364620555723,-31.8108535214328,44.43173961003,-39.1761396709234,32.8711535905997
18.9487490762757,-35.4906219111546,29.0379733722297,-26.4872923908031,-33.8148276820655,17.7606616604507
36.281189598352,-26.2125410281311,38.7001394858505,-28.7265024075143,25.3554815362137,20.6860918461609
-53.7360085307053,69.5612217227027,-34.5174151730655,77.5896026826965,46.4305347310783,56.7308459257235
-18.5133799408836,-52.9991310950473,41.9652013694394,-35.4893480313539,-54.1340493686123,39.5261959519556
39.5570285000133,-37.0625308786257,27.0632684548672,-42.0503839323236,43.38237057314,-32.1384950946846
16.9021919480712,17.7217238502793,46.2026015654955,-26.7950677993069,26.9372417162952,27.9072219712275
40.1889223228547,40.0072007875703,-26.3044807430791,42.5396592064661,-56.1759504103353,-50.0414588168025
43.2709906351663,68.0947658953623,-56.7223889972749,54.2114948649886,48.92472424223,-44.9965046042928
33.8802928836138,53.4597970899874,-52.7661195934082,-44.8911227895693,-44.2208113055788,-51.9534471251516
46.9914185550495,44.6811107133434,42.3961125370608,52.7819316134926,-52.2343211016143,-67.3375886069783
49.1261433284936,138.480855207697,-55.0518182079303,-61.153675572194,60.1576426835283,-69.7711714798907
-33.125436294105,-40.0755102022471,-33.8220791170669,-50.4276161908543,-56.6696514272265,-49.4554063640536
-18.001047981382,-31.693980147664,-25.7117773989331,26.2751099426272,25.2475622533722,-19.4199185254965
17.6289550003253,-34.059111907648,-21.1886023290314,-7.79157391779964,-33.506573609405,-59.6865341038894
18.7969327177144,25.1269052609854,28.8517870492968,28.6750619120028,-16.4392825928001,-26.2749499257152
18.3498820138256,34.9201836982565,-27.5731812916138,-17.5018397538547,14.9363650286237,27.9573392352627
-41.8318378730948,-26.6524356825341,-26.3679620928833,61.7159463773314,-38.7660528267529,37.2849991677155
22.2292788539595,64.123355636893,33.6316643887984,46.6594405979649,26.6472141900455,53.0649007731585
30.487654864304,-30.0811327877229,56.409840998888,31.8258936813865,32.2218000369093,50.403027224437
-32.3402037756147,-36.6459580090919,44.2258584144778,48.2901303405738,-40.7196625172099,37.5766219423092
-29.4812121020391,-24.8329554314461,-24.9877260335591,22.5197128235843,-25.224651776114,28.4025923600016
-18.1895626594573,35.2972484635109,-28.8539075930026,29.8680880362387,-26.3083647886839,29.6869531272888
23.0705293151487,22.0081207361697,-19.9357504002845,19.7552668556241,-37.1964174411914,-35.8875644894243
-10.2547926419916,32.7945528922009,-28.8550362775549,23.3955051535467,-31.2480370323607,16.8880314312377
15.7049497776342,22.8478107575872,25.4174115462823,-25.498385599575,-40.9766977207366,-20.646625464885
30.4166460786933,-55.1475495492448,61.1898566508449,-42.865816798155,-91.2961458563408,63.0832629349596
-23.575737232833,38.7308096993657,-39.9900879960005,84.3650217270861,37.3049224862121,62.183456489296
39.7792676581908,-35.6554167255792,49.2608366616994,-72.7466393679121,41.2285236694945,78.654315703344
-38.1849864878381,-36.0745751785174,60.8302176326916,38.0521591152135,-66.3900379300908,67.6441020945526
-23.9180026001788,27.8532803983526,-31.4699413244138,-32.6000506882951,24.6695197427436,-34.5282709021484
24.1342608524924,41.5965859692108,-41.4185310225252,21.6199830309809,-23.4380366103753,-25.6011904478766
26.2444633638142,34.4424780556904,-30.9388133167849,-20.8317860891352,-22.9350672100284,-22.0119240926239
-24.7939233643008,34.9542278990148,30.226487199398,-23.0682659927449,30.7305247049886,-23.4792534422226
-25.1988488395153,-23.5185014006676,-16.4347098821818,28.4600390147646,-30.5808046977345,25.1057224274021
17.7672552119367,-31.2202625715082,18.4404557730862,-23.0217748372491,-35.0058653423495,25.1236456813199
24.9587779981984,-35.7668836478869,-65.7745898502967,-56.3575049943958,-46.1428860951185,74.4554725427009
-27.9117856724564,63.5283535488782,-69.4169986695167,-44.566211292593,-52.9816460821314,71.5412114632995
41.2115684331778,-50.2482270917144,-68.1240433121151,-38.6709782872176,-40.4764075994828,-48.990115790701
40.3183231657548,-53.0922223559837,81.4364596624752,43.0582525708106,50.9772233540056,64.6664408839593
21.7655664244762,34.4901093858535,-39.7016595898585,-35.1824997205076,30.0451691406088,36.0649168556597
31.943874551955,-43.1915749336773,-34.2190950596717,28.821924393829,28.2819923848671,43.9599903546757
27.2104882550997,-67.9124111275832,47.6276545740831,-23.818007833957,31.1957084582581,38.0122026198379
31.0041778034728,-29.5550667537362,20.2063581789397,25.7954712224831,33.9980088962945,-30.0023032125198
12.5345547389201,23.8391979997402,26.8395532819248,-19.6168784939464,-31.0020739356983,-35.9896801048551
23.8375699151402,53.9121900106206,31.1074934487266,39.6677518154728,-36.1358243891529,-44.7948390841822
-59.7737556144939,-82.0415130416816,-31.3012876677272,51.5661818220008,64.4351366315559,48.9137284979336
40.3769282900957,-51.2297958426833,-36.8740858402717,46.873031741688,-51.8098131830302,-30.8637290918398
29.9235480775593,-55.8910350306211,40.163673881147,43.3723886443776,43.5740509839812,-35.0960113999836
-37.9400498384635,55.0455231637278,-38.629351593883,36.1833885632264,59.9679417348048,64.4709382008073
23.9834435442414,-59.0921783393573,25.7582450721466,22.7689058150416,-28.9896923834451,-24.6451871988609
35.3692598867121,25.4805230402461,29.6327866542266,20.0794893073465,20.3401538479128,44.5325472293166
12.4493141966833,30.4043087603619,10.0602204300677,26.8652763886319,26.9391600019534,-28.4401703053194
23.3459540444731,-60.9710559672309,52.0829882558123,43.137732946877,59.8268658065281,37.0627221682594
-32.3433429333773,-48.5832918267227,-47.3808275149388,57.0568798133716,45.1322652724246,40.7949866676369
-33.6653359928342,-64.3649095110625,54.7948388877643,-53.6169634546611,65.1410321591755,-32.9357366762487
-29.2724288054203,50.9549618738271,-57.7034953545729,56.0077718623981,-46.9881194168897,71.2676595412311
31.318396109125,64.5552071486739,-59.7265065855846,36.5722506588362,40.783553001143,38.0745051349
-19.9239908897724,-18.305581138533,-21.6246872838846,-23.2372510085929,-34.2445312952407,-39.2747240321646
13.0947133913837,-22.4918811316687,43.226985175979,20.5246361592077,28.1964465474753,-27.4120155173924
15.7952174375701,38.5634419875351,-24.3014633478332,-28.6484859716698,-27.3723791862684,23.8545073723043
-34.9019850769024,-40.1074232916776,-48.4595979608989,35.8019624135922,-63.3061992592025,-49.3474826188075
-27.7937314144662,-45.1686734037343,-32.882614155715,-35.9581541656617,47.2123853565887,59.2722653049934
-32.702374475196,-31.7182923769024,35.014812927568,30.9993334899554,27.8504728502415,49.2416037704366
26.442863356614,27.9177488039696,-40.2308351713856,-21.9270114802277,29.65992427237,23.3726100030307
19.1133680397748,29.2155441846312,-26.8289130572698,-24.2762460416524,30.2306736636504,30.228008283795
-18.3400728604855,34.512039275106,29.5518893829975,32.0780445643365,-25.9149584923007,25.4320494056713
-17.7516173371421,35.4403650231405,-20.8685462277254,24.7715469076474,33.6948447883109,39.6804138486733
28.4342389053485,48.8075698713576,29.7283637953434,-31.0299679611091,-28.9150963325504,52.1964231061862
-18.6180582625668,39.1846263539402,29.6820167792287,-57.8011327237475,35.6621854996624,-25.431595142707
19.1978803057322,-27.819823129186,55.0713631689289,-34.2737148762339,40.9790909153609,-30.8995874810744
-24.0770776229764,-35.485167960814,-26.4677391561704,28.5274879554072,-24.6228360072279,27.0518497491382
-18.1621517297298,33.4925414491713,42.2635749474006,37.2395021469026,41.3134220586044,38.6590695807303
31.8780445767334,33.7106300283807,-44.3793231358011,-35.9447242985842,-27.7578855060504,33.1607112575162
-22.9906491222971,29.2213802083417,17.1942075923603,22.8764955197098,28.2348067230765,17.9158299976946
-26.2710636876922,24.4105581307573,17.4697734784319,31.3589001282339,-21.5432131996578,38.8874679511084
47.4676713135318,-34.5574855315786,52.3533411295505,59.4528041510205,64.4048098500714,75.4527739368872
51.47157308808,45.2845789469536,44.2797572115573,37.3921318024594,44.9388826782921,37.3809230803718
-29.2483571867801,37.9956475760255,71.6940505533018,-47.5442235788017,56.7943243328934,-49.1855503117191
-44.8519608413301,-53.8893813010007,-68.9155431673535,-48.7555288083877,-41.4059497415899,-79.4814723012645
35.4258619751294,53.6772699734133,-32.367894984107,40.4277499786435,40.4558873761819,41.9924418539069
