"V1","V2","V3","V4","V5","V6","V7","V8","V9"
0.15344622924073,-18.0682024811348,-7.29326221434848,-10.0345759876612,-22.4663128684407,-5.38573671108169,52,56,55
-2.50210744309255,9.18437864558799,3.33519832392229,-9.13595980511091,-1.10778366648263,5.40090318586706,51,57,55
1.5487364554845,-2.79070723509768,-0.144835323234266,-2.38384242439322,4.26416556329214,-3.52151102941635,65,53,56
-1.84456186740803,-9.28526434488506,-17.3208182935682,-13.9710507759986,-20.206895629108,-3.63166570279104,64,54,56
-2.94791296127012,-17.6447881546537,-12.0897189822173,-27.2830500520078,-22.310004150587,10.7830471121205,65,54,56
4.92094183334756,-0.463996827557283,-7.0598991973607,0.313243321372254,-2.32462042439096,1.67521761399666,64,55,56
1.56227020400326,4.63056713813202,-3.49730219112697,-15.9644277389189,-13.7720948246431,3.99041291484294,65,55,56
3.10072237003183,0.4452574853618,9.01917621051141,-7.60036600642415,-6.51652939294664,-1.17042405081436,52,56,56
1.35123955795341,-23.7126540953776,-12.6127841872617,-9.40905622106487,-16.5845973610587,-12.5032851145982,53,56,56
2.22277408147318,-1.4315075754691,-10.743891483648,8.55912031389945,5.21309257525659,3.66760038718582,49,57,56
5.10864149052247,7.2764813425928,1.08518699769455,-11.7263074451037,-5.21464929406489,2.49559314722926,50,57,56
-4.24301435472553,1.51391206937515,-6.09875413621772,-5.44860042485437,-10.1009933489667,9.80579646102631,51,57,56
1.73813106393847,-1.03128895947513,-18.7152523291989,-11.5506159519897,-9.44133470311928,-5.80991194422093,52,57,56
-5.08232369985006,4.56311841389764,4.5615618712136,1.82035815740088,-0.33430408785386,-2.9725135646266,53,57,56
7.82501489359419,0.118220659112404,-5.71003529627622,-7.69209460975512,-9.7199877966148,-6.09544703033887,51,58,56
-2.03699616508397,5.20460565260632,7.56023336927312,-0.590569355145414,5.34893619736342,2.12490911208472,52,58,56
-6.27840957174105,-9.0190573696057,-0.421102610995675,-14.8751056734866,5.07153546951636,-17.1456607999804,53,58,56
-10.0629661983624,-4.31299020133418,-0.803094856216711,-1.30806829877974,-11.9910511990158,-14.144244207999,51,59,56
-9.44324524116235,-13.6786639312817,7.38380206828339,2.47399632389676,-14.6929455326782,-7.08623675522542,52,59,56
-1.09763335769594,-0.57171292828226,-1.23701177715096,-1.37888030940505,4.83846373411742,5.41379666828996,64,53,57
7.80845200129979,-3.36391127661758,-6.23356104704845,-6.97818153682072,1.22045808279144,3.86347678543149,65,53,57
-3.73846864367484,-10.9738581721683,-3.46334382189661,-14.985383736458,-14.02871664088,-6.29484081609758,63,54,57
1.05660858663493,-11.2528861040505,-10.260253414922,-15.4073604604817,-7.02089581755268,9.57534666476238,64,54,57
3.28256646203513,-18.4700140788694,-10.5379536949969,-23.7049087642741,-16.0668757497283,18.9307418883218,65,54,57
11.9517950575086,10.8236962728912,-2.47843435679335,5.6071358186204,4.53551620589439,2.4962982462298,51,55,57
3.00021797583073,6.62621272570597,0.629569328351934,-1.7444971542968,-8.01299508962655,-0.711326116225602,52,55,57
2.56761551329178,-2.0955190637164,0.754419034277443,-5.51048276823456,-15.6670061174272,-7.92545496342653,53,55,57
-8.06185421095251,-15.5659392620677,-8.36205666428658,-17.7028159927098,-16.9933221754785,-6.80985463012398,63,55,57
-5.7305009301083,-10.7283888790601,-4.7468449563276,-13.8071205998116,-6.4745993663124,4.54619003375938,64,55,57
3.53245331133829,-11.1923826552028,-3.67939870649912,-20.4325126978129,-19.2515614884715,7.14930668768695,65,55,57
14.5681174713754,-24.3638673342967,-17.9885989170703,-14.8649058073713,-21.3003615119652,-8.34369594525994,66,55,57
-5.34946928100151,-20.6618701486784,-3.97194530899078,-9.97128986174351,-11.1211524336579,-13.1774053376708,52,56,57
-4.74984927279533,-13.9785480538479,-14.2828398938157,-10.1984380393534,-18.9822846677877,-7.68263703098511,53,56,57
1.04190234542716,-1.86258544079323,1.2593759886878,-7.56494132435661,-0.582804945147632,4.93922765635128,64,56,57
2.86248812183965,-4.43760053445254,1.81762394495778,-0.656751406499741,-1.7221511527311,-0.106728898804685,65,56,57
12.407819763421,-10.586710472108,-2.45862455835971,1.28237894763303,-0.345944779680894,0.994698288850341,66,56,57
