"V1","V2","V3","V4","V5","V6"
4.99064665749582,1.61616048068335,-4.2184708408903,-2.73291007154097,-3.93067902696041,-1.29674120678721
-9.47504445786918,12.0937249104523,21.0928168292061,1.26446751961,15.3383809417771,3.47124372626214
-7.10486303301939,3.94262325844443,2.14870768185794,2.65823965286353,-3.51644264435094,4.90303466936799
-18.5644267059351,12.959174441197,9.89855695437429,8.44288055056646,3.13255271747512,14.5098016842971
-54.0994726197801,26.1512807283796,26.8327249221846,23.3916242910026,16.3797691286338,30.8107954166729
6.36282625018315,1.21921874177891,0.527646955668014,-2.28987563106951,-1.71532349845885,-0.0471263512467772
-24.3073895845601,14.3470059960458,5.81225247453476,10.864850942988,9.62495058981638,12.3652529930453
-16.4579848615021,14.001928189597,16.689177693785,6.49377131349335,6.18369891941863,8.40848820197286
-5.84041908397841,6.66836855295934,5.50539017693004,-1.37022573304708,4.76577737973929,4.38156792424608
41.6716265112052,-19.1409943445926,-14.5008242110688,-17.8705352023834,-21.4548698358534,-16.7127889690362
32.6952340033687,-5.60183481895387,-5.13886201757009,-8.03848507775987,-12.2815927601415,-11.8478645299179
-29.3023554451811,16.8963436195206,15.1939873062325,7.1427067535099,7.01352169886677,9.07643472851191
-43.3508117049796,28.1171879301532,24.1724285056616,20.611120589573,17.5160134478007,25.0516787058011
-39.9857365053381,20.8974447046785,19.4849349693421,17.6677353347068,19.0456147614926,21.6260955071798
-16.8114603453854,1.8915691559855,6.74895957541577,-3.38591643476882,0.84463529162309,6.63813624644856
-38.3423596726097,16.2440342492771,20.4432688502039,12.589548597334,14.8313089874118,15.5536497661161
-19.6950078737294,19.2627296457162,13.6194421408245,4.3045329450166,10.5291285524424,10.5308868375557
-14.867576800434,9.57202167670294,14.2392014395621,0.44721843262156,1.37720157055726,10.6873290025129
-42.5166167708652,22.8071807357891,24.1125731027061,12.4043833112718,13.5271599649218,16.2336261159509
-8.92047559364564,6.3666032280497,1.87762698434102,3.29976656170393,4.83802641275352,2.5983818408645
