"","Cue_c","Cue_d","LF_c","LF_d","RF_c","RF_d","LH_c","LH_d","RH_c","RH_d","Ton_c","Ton_d","x","y","z"
"V2712",3.30054530766714,-2.78037590543158,2.63497438736746,-4.37148245123719,3.34485318902059,-3.69357257276767,-4.01959131832356,-4.22622005557281,-3.35004062777275,-3.12027788383947,-2.78750498910346,-2.09972621823757,46,56,69
"V2713",3.47784355080492,-2.78186866438163,2.19166654577958,-4.49207458584474,3.62995121063202,-3.74078804401236,-4.12642357452361,-4.37630972508295,-3.41749280451283,-3.21309962927734,-2.7275632940474,-2.13374523266534,47,56,69
"V2714",3.65696149347403,-2.78107352383534,1.65721383017161,-4.58745210408369,3.82010272645528,-3.7938887671685,-4.19328518831209,-4.50219177939521,-3.4263665526416,-3.30627249579518,-2.62543548396551,-2.1930502881527,48,56,69
"V2715",3.82851121472244,-2.78081591698071,1.05459876508844,-4.65398164558111,3.9067076571729,-3.85246235833661,-4.22796415002733,-4.60044821378519,-3.35762256078742,-3.39150147945173,-2.48793315753658,-2.27829608816675,49,56,69
"V2716",4.16324683330089,-3.41146979898029,-3.68156099864796,-4.07149653275601,0.467065708094053,-4.57771314202314,-4.04721778308435,-3.95334623260381,1.80517841207081,-2.83953099995151,-1.20900161504462,-3.75981288428239,58,56,69
"V2717",4.0400889795617,-3.60219913305348,-3.85881026543567,-3.9439507381978,-0.156718410181062,-4.6515407429252,-4.00303505398007,-3.72904562245256,2.71715648068822,-2.62488397766031,-1.18196714595005,-3.92123733197372,59,56,69
"V2718",3.89352810838108,-3.81784115277004,-3.96032200288799,-3.82307640668627,-0.759129214007443,-4.71217499088274,-3.94839570410672,-3.49176140677857,3.6123871846882,-2.40336983580233,-1.17795389585314,-4.0636366812964,60,56,69
"V2719",3.03719187851826,-5.16507667168142,-3.84947273456528,-3.4932694535325,-2.85052621738656,-4.71972473217468,-3.48464329601991,-2.40945056488535,6.90116812363096,-1.60897706826671,-1.24512389673533,-4.36552040262987,65,56,69
"V2720",2.88186407414472,-5.46712062689627,-3.81298963736754,-3.50842229006419,-3.01249212943104,-4.65328230702936,-3.35412496762571,-2.26577651682761,7.19109182719587,-1.58303615954618,-1.22395894760243,-4.33419933209279,66,56,69
"V2721",2.74082073682825,-5.77495814101735,-3.80039422144716,-3.55536005904235,-3.08418709501878,-4.56556034107516,-3.2134320020898,-2.15719721199843,7.34233088148618,-1.61493598617705,-1.17873466498977,-4.27455491923779,67,56,69
"V2722",3.92802728884705,-3.05685166001832,1.98220585181645,-4.76240960257567,3.36042048050597,-4.17913385016105,-4.01733428482793,-4.41027815177586,-3.526766702634,-3.3650779218991,-2.55315852088453,-2.24419087817796,47,57,69
"V2723",4.09476119753998,-3.07281457474386,1.47599382539742,-4.8562801973819,3.53147034602337,-4.23047467859229,-4.065389650895,-4.52858327870895,-3.54433255543365,-3.4443410293379,-2.43971181617691,-2.3046936967419,48,57,69
"V2724",4.25239166823699,-3.08997967687472,0.90403157008355,-4.91922848216053,3.60674331917922,-4.28261716888343,-4.08365538346831,-4.61816687969898,-3.48614414595652,-3.51474858837278,-2.29228528220177,-2.38870804134055,49,57,69
"V2725",4.65198714163339,-3.23514062698453,-1.56538772205724,-4.84476057283106,2.91427489441228,-4.49554138012773,-3.99925238582673,-4.63981208409388,-2.25291295015573,-3.57174978790025,-1.54530723604862,-2.93183907404094,53,57,69
"V2726",4.67075824502273,-3.30841223843786,-2.11491130676627,-4.75274801525883,2.51411298319502,-4.54887140310327,-3.96442798284638,-4.5539529929011,-1.67325953053775,-3.50539444025586,-1.36842498823206,-3.1044612926855,54,57,69
"V2727",4.65199594196785,-3.40287214936854,-2.60001180610889,-4.63845502124896,2.04325628080917,-4.60046190095133,-3.92887289596311,-4.4316553870104,-0.995023264884671,-3.40295294603277,-1.21227493045457,-3.28372910922861,55,57,69
"V2728",4.59554705372916,-3.52061550305743,-3.0089121736572,-4.5068350805691,1.51711199984853,-4.64841707705912,-3.89213939547533,-4.27504752864767,-0.233250871800508,-3.26635862602412,-1.08188311658562,-3.46482033813684,56,57,69
"V2729",4.50250790042391,-3.6628450726701,-3.33461647194778,-4.36331944904824,0.953357679233503,-4.69021214072517,-3.85245872245834,-4.08760971243109,0.591905525680865,-3.09993945088213,-0.979736647920694,-3.64277791308015,57,57,69
"V2730",4.37522389382494,-3.82980571460283,-3.57513006492681,-4.21363278437384,0.37120639998713,-4.72284498862223,-3.80721704139582,-3.87418745856109,1.4561928948838,-2.91031771998849,-0.905746514152058,-3.81266948389909,58,57,69
"V2731",4.21750141670389,-4.02078244220813,-3.7336736099832,-4.06366122666778,-0.209401388886457,-4.7431719600965,-3.75361254586733,-3.64099654729942,2.33245791056449,-2.70616625729655,-0.857390108805192,-3.96964111858008,59,57,69
"V2732",4.03474805661081,-4.23416756432185,-3.8185512038193,-3.91930779460036,-0.768677534717363,-4.74828823908096,-3.68934230727598,-3.39551263967001,3.19214268399269,-2.49777196960616,-0.830068906504034,-4.10896715758602,60,57,69
"V2733",3.83369727754863,-4.46761489112972,-3.84229415729724,-3.78630276247072,-1.2879086534437,-4.73577448949036,-3.61299624102122,-3.14613244856443,4.0069635018053,-2.29641599256589,-0.817644442880738,-4.22623110812465,61,57,69
"V2734",3.62169464799432,-4.71830271139197,-3.82014062844628,-3.67000027895849,-1.75039756422875,-4.7037793093605,-3.52398082658617,-2.9016026446856,4.7505245865415,-2.11363998615362,-0.813044320636349,-4.31766725930683,62,57,69
"V2735",3.40607898237031,-4.98327538183938,-3.76853112809483,-3.5752195931391,-2.14241958206443,-4.65116629681016,-3.42235314609021,-2.67039938251806,5.39983177119886,-1.96045362312268,-0.808899637275083,-4.38045794048606,63,57,69
"V2736",3.19358906504734,-5.25973499012744,-3.70368094909089,-3.50610796853314,-2.45387722281969,-4.57756941728352,-3.30859871926256,-2.46017351914896,5.9364424107778,-1.84664565985831,-0.798115498262603,-4.41295450355773,64,57,69
"V2737",2.98998425583169,-5.54525937500414,-3.64044977752402,-3.46600397677772,-2.67866102681594,-4.48343679413888,-3.18356804989052,-2.27730440006768,6.34735612215284,-1.78016327634111,-0.774390294155403,-4.41473136092185,65,57,69
"V2738",2.7998149266213,-5.83798575429233,-3.59144142377014,-3.45732046247215,-2.81477766609459,-4.37004521397796,-3.04848780561874,-2.12653479802838,6.6256453430756,-1.76659134852678,-0.7326882072555,-4.38652797639979,66,57,69
"V2739",2.62627891209115,-6.13674580540042,-3.56633883006516,-3.48147175007724,-2.86421750744596,-4.23943113253173,-2.9049385693751,-2.01071914297783,6.77066073442349,-1.80883171054088,-0.669583964168518,-4.33012255392385,67,57,69
"V2740",4.21034654622789,-3.33666214075733,2.20453718729554,-4.89197016583052,2.86097869626667,-4.52916993986113,-3.83423437824052,-4.29863870487662,-3.56586534852301,-3.45529278733998,-2.43136729034909,-2.33820273640786,46,58,69
"V2741",4.36462106452123,-3.37027137777988,1.81292250605483,-5.01374200333405,3.09069996312611,-4.58176364426348,-3.89517897098321,-4.43358884150782,-3.64875777513386,-3.52445127710219,-2.345269176182,-2.38097445370446,47,58,69
"V2742",4.51770225225099,-3.40376061603842,1.33700801716862,-5.10662271224322,3.24034924558373,-4.63182935064085,-3.92176403500414,-4.54237071643717,-3.67600761438185,-3.59082413240457,-2.22043018201148,-2.44388685009362,48,58,69
"V2743",4.66042200704109,-3.4391009056636,0.797720212512128,-5.16698709492887,3.30235597266341,-4.678343788869,-3.92120454739574,-4.6218064185172,-3.62995235415962,-3.64775717508939,-2.0630529531011,-2.5278332771132,49,58,69
"V2744",4.7847094034292,-3.47877115646864,0.217758850034212,-5.19278575274867,3.2724303659093,-4.72070376920216,-3.90062441504092,-4.66913947961708,-3.49592222617355,-3.68868442918483,-1.88106218630646,-2.63250308598583,50,58,69
"V2745",4.95272518949524,-3.58289118777835,-0.971678249939675,-5.14051776153751,2.93636400304837,-4.79215945121338,-3.82485559450213,-4.65935866336572,-2.9247670395489,-3.69964722524227,-1.480244216238,-2.89733617537293,52,58,69
"V2746",4.9869657284336,-3.65364094458215,-1.53684642330542,-5.06582858797262,2.63810695578081,-4.82085477479294,-3.77951634603444,-4.59975196060679,-2.47918633419383,-3.66107321058045,-1.28052682334988,-3.05216340263019,53,58,69
"V2747",4.98352442538832,-3.7408390155785,-2.0558770196891,-4.96285740500205,2.26351231281895,-4.84403833650794,-3.73319350705073,-4.50326099181581,-1.92955988634125,-3.58992136256834,-1.09293244879214,-3.21743993053762,54,58,69
"V2748",4.94065979672213,-3.84693372938822,-2.5129738096618,-4.83583206657313,1.82426788827244,-4.86053201533735,-3.68679055671594,-4.37089830603956,-1.28482824706411,-3.48617414925833,-0.924299195427329,-3.38916265853955,55,58,69
"V2749",4.8582143839205,-3.97370739082354,-2.89677896901481,-4.68976538511385,1.33481377690164,-4.86874865898893,-3.63967333603003,-4.20500605926265,-0.559683890136284,-3.3520057877867,-0.779261586768525,-3.56288078526007,56,58,69
"V2750",4.73732022257723,-4.12218421601227,-3.20051113612768,-4.53018522694889,0.811689416291453,-4.86662755023638,-3.58990592583977,-4.00920290722991,0.226300576517889,-3.19176308042837,-0.660065388147651,-3.73399183373043,57,58,69
"V2751",4.58046199131798,-4.29257665426419,-3.42223320450326,-4.36295677542164,0.272832270612493,-4.85181310486796,-3.53477756836188,-3.78839276607514,1.04968722464297,-3.01185331597533,-0.566566699617758,-3.89786568306865,58,58,69
"V2752",4.39178369799548,-4.48428367598325,-3.5651627014447,-4.19416058222177,-0.263183404255875,-4.8220217511269,-3.47152916483964,-3.54878412142603,1.8843556542814,-2.82050575664123,-0.496396464150087,-4.04984781253145,59,58,69
"V2753",4.17704581223205,-4.69594421487325,-3.63733250457588,-4.02990806717662,-0.777957955384031,-4.77530549380512,-3.39796227790228,-3.29772423593587,2.70301728658121,-2.6273448059171,-0.445343351157841,-4.18536301025403,60,58,69
"V2754",3.94324336677382,-4.92554920707084,-3.65066902039108,-3.8761304796551,-1.25404816000285,-4.71018863333899,-3.31278826551146,-3.04336981706543,3.47879316159778,-2.44283735966754,-0.407864775813289,-4.30011332759326,61,58,69
"V2755",3.69800530176481,-5.17065874310971,-3.61968354495152,-3.7383837765422,-1.67580623695599,-4.62574834881567,-3.21563465208102,-2.79419535458168,4.18670659052471,-2.27763888800469,-0.377638082679069,-4.39036187768221,62,58,69
"V2756",3.44902813321738,-5.42870571094082,-3.56012685382293,-3.62169940181194,-2.03025905378685,-4.52173429975687,-3.10687187775758,-2.55843146981229,4.80502334253728,-2.14189063386532,-0.348108217002176,-4.45320703806727,63,58,69
"V2757",3.20352800537785,-5.69729105216909,-3.48767533411598,-3.53045550178363,-2.30781192979043,-4.3986307947803,-2.9873567082757,-2.34352118849026,5.31632667099427,-2.0445714233414,-0.312991907573453,-4.48680689261537,64,58,69
"V2758",2.96779316531238,-5.97440114001146,-3.41677997721167,-3.46824230584388,-2.50264781486793,-4.25764782906158,-2.85824977800334,-2.1556628925964,5.70830922840887,-1.99293353927964,-0.266726743430834,-4.49048032465631,65,58,69
"V2759",2.74687835037132,-6.25857422706993,-3.35975123206934,-3.43774805201717,-2.6128651380795,-4.1006747961003,-2.72092462121046,-1.99945549641396,5.97429546499684,-1.99205543075427,-0.204867471005331,-4.46469701198841,66,58,69
"V2760",2.54443368155595,-6.5489748943226,-3.32616594924159,-3.44068126301007,-2.64026163252022,-3.93015956969025,-2.57694583491121,-1.87771040196953,6.11333083819616,-2.04460604707278,-0.124347709798946,-4.41096078892122,67,58,69
"V2761",4.78249919534515,-3.72035570259093,1.68625851007294,-5.24287318481337,2.82884945434686,-4.94088401334342,-3.76662215471355,-4.44955218741874,-3.7853609736361,-3.69362333323325,-2.10107722436528,-2.54296259588891,47,59,69
"V2762",4.92087238220737,-3.77166096903009,1.24217039679064,-5.33500340533295,2.95562588951919,-4.98990936658058,-3.77013023271878,-4.547109987885,-3.82241980437822,-3.7482936419526,-1.9652457571078,-2.60925187529662,48,59,69
"V2763",5.04788114224615,-3.82545434113894,0.737072019138757,-5.39351592422294,3.00304266071111,-5.0314144099571,-3.74928166873317,-4.61513520199493,-3.78912711493627,-3.79324893577865,-1.79833799382227,-2.69411901073906,49,59,69
"V2764",5.15553475371407,-3.88373462297732,0.192567725339846,-5.41634983207236,2.96707392129051,-5.06452874038421,-3.71074239453782,-4.65103374156535,-3.671504901421,-3.82271657234978,-1.60781258621183,-2.79744397678998,50,59,69
"V2765",5.2371175248739,-3.94887156853707,-0.369112147992413,-5.4030289541523,2.84675540681782,-5.08877282696936,-3.66062188175395,-4.6527752859887,-3.45917426560947,-3.83148365636659,-1.40221333136209,-2.9180962398221,51,59,69
"V2766",5.28720781096728,-4.02346923045908,-0.92614183589375,-5.35453311199793,2.64418621880225,-5.10385028377626,-3.60412823603831,-4.61896958450878,-3.14584580681622,-3.81529254039391,-1.19056878769846,-3.05410490033842,52,59,69
"V2767",5.30152914407687,-4.11016986820652,-1.45794781653984,-5.27307466925574,2.36446521682527,-5.10936420930152,-3.54520184637572,-4.54892463012918,-2.72972055781821,-3.77114596865976,-0.981714487320537,-3.20286232904128,53,59,69
"V2768",5.27695472873316,-4.21143100680177,-1.94614400907968,-5.16191787786886,2.01561389419608,-5.10463281536308,-3.48622250354636,-4.44278922505137,-2.21399229981988,-3.6975853408268,-0.783575649251414,-3.3612404344294,54,59,69
"V2769",5.21176452641398,-4.32931448575294,-2.37565289136843,-5.02527320002703,1.60847647135444,-5.08867143701905,-3.42792714110429,-4.30179425853573,-1.60734061533662,-3.59496312329205,-0.602491085036302,-3.52560244705836,55,59,69
"V2770",5.10575883596661,-4.4653342972219,-2.7355251376932,-4.86814483199974,1.15640900921059,-5.06019816940307,-3.3695191240028,-4.12840397033119,-0.923882253801262,-3.46560742611698,-0.442739291819546,-3.69190125986009,56,59,69
"V2771",4.96010979221691,-4.62036991886448,-3.0192206552224,-4.6960954936727,0.674713232926667,-5.01762544605149,-3.30897084050996,-3.92630252197552,-0.182388556347165,-3.31381146228275,-0.306370501094377,-3.85589791042257,57,59,69
"V2772",4.77751649787216,-4.7946225122459,-3.22496623285599,-4.51508466194805,0.179977768186309,-4.95927568721429,-3.24359492290766,-3.70041280235196,0.594694902804485,-3.14571882089735,-0.193223920316851,-4.01323888552033,58,59,69
"V2773",4.56232377460355,-4.98760828296037,-3.35582453093775,-4.33129607401559,-0.31064464048267,-4.88364290909328,-3.17072655703559,-3.45684202387037,1.38253799225918,-2.96906257125364,-0.10115378377241,-4.1595152757535,59,59,69
"V2774",4.32051584555138,-5.19821003600683,-3.41942095754323,-4.15096902227005,-0.780189338286786,-4.78964889182943,-3.08829204768506,-3.20272670252782,2.15530946242688,-2.79277247802842,-0.0263786514509589,-4.29034449044772,60,59,69
"V2775",4.05921933185612,-5.42474901604477,-3.4269456728121,-3.9801600911122,-1.2125312691355,-4.67666920900076,-2.9951264041394,-2.94590910110019,2.88768981234846,-2.62648221924617,0.0360222587764231,-4.40159050146424,61,59,69
"V2776",3.78618489125563,-5.66516243848731,-3.392019490882,-3.82455840302014,-1.59311903381739,-4.54460132655698,-2.89102781884901,-2.69451342867467,3.55622803620343,-2.47995529101869,0.0916140693628917,-4.48960411549638,62,59,69
"V2777",3.5092956628537,-5.91726884106849,-3.32952554299288,-3.68934664417728,-1.90977716874059,-4.39397078534946,-2.77660093254398,-2.45644685186112,4.14052349776658,-2.36246374723849,0.146140074391733,-4.55146351882388,63,59,69
"V2778",3.23606220819,-6.17903846455655,-3.25441900763449,-3.57907140911574,-2.15340202043957,-4.22598013270497,-2.65298711262307,-2.23888706042137,4.62419406998055,-2.28219295510209,0.205096188869009,-4.58518663492436,64,59,69
"V2779",2.97313280092718,-6.4488186304181,-3.18058779852246,-3.4975108135697,-2.31843846637789,-4.04246812847553,-2.52157517004746,-2.04781266121237,4.99559499385085,-2.24572317784546,0.273355061483401,-4.58987751744971,65,59,69
"V2780",2.72590159531753,-6.72552158276496,-3.11987842517027,-3.44757027091341,-2.40311520861625,-3.84582281853982,-2.38377722868678,-1.88762321991939,5.24830003006768,-2.25763040358596,0.354817489347965,-4.56578765165745,66,59,69
"V2781",2.49834327495476,-7.00863142206004,-3.08159628369726,-3.43121032513948,-2.4090934623565,-3.63882442876313,-2.24105908075364,-1.76103628432219,5.38108157619666,-2.32034004664778,0.452203180309971,-4.51418590640673,67,59,69
"V2782",5.17998592699867,-4.1061577969987,1.60109106607075,-5.44842544975466,2.58261806638983,-5.25181838050942,-3.63959478538117,-4.46219189551315,-3.93947421225297,-3.87549874138822,-1.8181959100067,-2.72853286614094,47,60,69
"V2783",5.3029440882991,-4.17512082785352,1.18975057086987,-5.53982809873058,2.68595339579563,-5.29985306907289,-3.619437583753,-4.54714464188535,-3.98584751987386,-3.91976927332473,-1.67218481163862,-2.79882946978035,48,60,69
"V2784",5.41370242880808,-4.24719549134992,0.719789083026107,-5.59696882343713,2.71813347966277,-5.33678504133225,-3.5777185284528,-4.60275399854353,-3.96520020172965,-3.95433563429683,-1.49653711128865,-2.88536141250432,49,60,69
"V2785",5.50442873443011,-4.32389692548537,0.21168178581727,-5.61778288038385,2.6754826725298,-5.36149115489661,-3.52062917283873,-4.62661324224298,-3.86435304164384,-3.97416040423669,-1.2982430516778,-2.98812364263561,50,60,69
"V2786",5.56840971265361,-4.40707988245881,-0.313407068970629,-5.60172063709065,2.55707620516671,-5.37324168359337,-3.45376123384792,-4.61686342567373,-3.67350236709498,-3.97473136169063,-1.08525975894267,-3.10623262719149,51,60,69
"V2787",5.60016287849766,-4.4988310656021,-0.834710721349202,-5.54964259355877,2.36480825778614,-5.37154074636832,-3.38190765599314,-4.57229653412286,-3.38666844199564,-3.95244857031891,-0.865978160038542,-3.23804321621155,52,60,69
"V2788",5.59538756822494,-4.60129748957419,-1.33272333732909,-5.4636396975742,2.10337248110481,-5.35590086984846,-3.30873833043502,-4.49243308590406,-3.00214313828353,-3.90490565652698,-0.648596066953364,-3.38129128338408,53,60,69
"V2789",5.55105762442114,-4.71649239890909,-1.79011553860417,-5.3469072248357,1.78018532343967,-5.32572262295561,-3.23643930255842,-4.37766348441311,-2.52310558494201,-3.83112683043889,-0.440425628916391,-3.53315872895275,54,60,69
"V2790",5.46555228776213,-4.84612447608899,-2.19265898323687,-5.20360709512801,1.40522688313381,-5.28024023129286,-3.1656042463625,-4.22940687132896,-1.95793886043419,-3.7317761550121,-0.247297573448823,-3.69034070558955,55,60,69
"V2791",5.33871729704591,-4.99147457863072,-2.52994482981454,-5.03870187115644,0.990722747623004,-5.21851296096483,-3.09533240366097,-4.05021342919078,-1.32009844934253,-3.60927925683167,-0.0731438465755288,-3.84916069861423,56,60,69
"V2792",5.17183830883414,-5.15331111798475,-2.79577902401202,-4.85774822292471,0.550669367134721,-5.13945836406759,-3.02358799211973,-3.84378560048202,-0.627414728727448,-3.46781948986902,0.0801523191310742,-4.00571812468353,57,60,69
"V2793",4.96771517075963,-5.33183801527721,-2.98843204539033,-4.66670658794083,0.100253307845655,-5.04200727179536,-2.94778982003317,-3.6149699268168,0.0989436192700453,-3.31321476784606,0.212686850569389,-4.15597414398436,58,60,69
"V2794",4.7308189495025,-5.52669970969536,-3.11074625668196,-4.47179224621358,-0.344843074800311,-4.92537373824744,-2.86541196786436,-3.36969673327315,0.83561860686052,-3.15266615536391,0.326339997769861,-4.29579036908781,59,60,69
"V2795",4.46715185342248,-5.73700146402474,-3.16973230510411,-4.27927190879478,-0.769078984110353,-4.7892026893748,-2.77452630668468,-3.11480797927192,1.55843587141247,-2.99439623083144,0.424411000433138,-4.4210367936019,60,60,69
"V2796",4.18381980318501,-5.96137831802695,-3.17571157886015,-4.09524845131698,-1.15766324192976,-4.63360140568549,-2.67408269500284,-2.8577651578682,2.24375753769304,-2.84720991185627,0.511187065016679,-4.52778833921547,61,60,69
"V2797",3.88856097227662,-6.19812912481871,-3.14130915983222,-3.92547768496548,-1.49716968163746,-4.45917809234768,-2.56400919832714,-2.60628384090077,2.86972346304639,-2.71999370497336,0.591492409424826,-4.61253050944402,62,60,69
"V2798",3.58930946676532,-6.44543644072426,-3.08043070069593,-3.77523069083703,-1.77624422504946,-4.26712353569529,-2.44509126440822,-2.36789514374066,3.41730562936205,-2.62116908027895,0.670285583560271,-4.67236653278662,63,60,69
"V2799",3.29371724098226,-6.70161323067526,-3.00717796516896,-3.64916338031661,-1.98629199619806,-4.05923951872151,-2.31867472384062,-2.14946132736462,3.87116511638121,-2.55815208398436,0.752313295671319,-4.70522471319612,64,60,69
"V2800",3.00860440075327,-6.96536101020617,-2.9346841442148,-3.55118869124227,-2.1220956644043,-3.83787092895568,-2.18623487202639,-1.95666742486648,4.2203328823286,-2.53686762366079,0.841797664075846,-4.71007075519777,65,60,69
"V2801",2.73952832158022,-7.23591670641476,-2.87418333091174,-3.48437614356028,-2.18199344997803,-3.60576331471775,-2.04911434560051,-1.79368901100182,4.45856869513401,-2.56143873183484,0.942162029926847,-4.68698956505261,66,60,69
"V2803",5.4463063911388,-4.4443980686999,1.85824055567176,-5.50904693407043,2.22113340891096,-5.45316642072516,-3.54091836797111,-4.37834761166257,-4.01143364925657,-4.03301904684513,-1.61617348390859,-2.87447504274311,46,61,69
"V2804",5.55832484589374,-4.52750064637811,1.55333667665174,-5.63062140056345,2.35900117440977,-5.51269525144313,-3.52260160022099,-4.47593119409103,-4.11471492310243,-4.07332010812244,-1.49465198201856,-2.93580263035384,47,61,69
"V2805",5.66552380652452,-4.61358043081233,1.17505793358034,-5.7211435207762,2.43916993073935,-5.55963490941726,-3.47905783855929,-4.54722689611936,-4.16947196511018,-4.10856078161668,-1.33959265090774,-3.01040188888387,48,61,69
"V2806",5.75979346410284,-4.70336226913177,0.740630649402592,-5.77717732852806,2.4561420423138,-5.59227353274343,-3.41662506615048,-4.5896876153869,-4.16084101024231,-4.13434739000493,-1.15627809804975,-3.09905599405852,49,61,69
"V2807",5.88011456687546,-4.89853377764378,-0.218673583848319,-5.77898722063632,2.28987716379056,-5.60964371249109,-3.25731172544694,-4.57981583725756,-3.90734651411472,-4.14058890292548,-0.731830837559092,-3.3179651064416,51,61,69
"V2808",5.89412425087525,-5.00688773409074,-0.70396079728596,-5.72488997525399,2.10757548842747,-5.59276218977226,-3.16992391709778,-4.52479655097376,-3.64773028840907,-4.11418545438377,-0.505814897653351,-3.44612269395441,52,61,69
"V2809",5.87134690649224,-5.12464480168278,-1.16819174349713,-5.63633541519218,1.86407872541863,-5.55807385827554,-3.08228214573974,-4.43578144871668,-3.29609023865507,-4.06523376336961,-0.280740810455435,-3.58430157022671,53,61,69
"V2810",5.80890685439293,-5.25341692562422,-1.59517597654316,-5.5164241478479,1.56619570567853,-5.50507298938364,-2.99635812322391,-4.31336590903963,-2.85559494855778,-3.99317272089571,-0.0632956347666671,-3.72996391659563,54,61,69
"V2811",4.32006853125171,-6.53264969236935,-2.90251975302575,-4.21884616009229,-1.08472443162455,-4.58024797254314,-2.36249004394086,-2.78249755469527,1.55569875640944,-3.10464042281905,1.01534430475726,-4.67593320042876,61,61,69
"V2812",4.00797561449634,-6.76683922256085,-2.87244794663474,-4.03852070725201,-1.3836916367143,-4.36889599483196,-2.24720695395267,-2.53272762773113,2.13657450796026,-2.99697198975973,1.11935181506022,-4.75644883728629,62,61,69
"V2813",3.69171037095554,-7.01056325492163,-2.81705591823315,-3.87668914708568,-1.62577451501452,-4.14073221236885,-2.12467657576676,-2.29567254240684,2.6452262796249,-2.91687124238734,1.22137726837389,-4.81329774633382,63,61,69
"V2814",3.37889028020427,-7.26248703107805,-2.74943254760319,-3.73806351197971,-1.803019603825,-3.89804419327192,-1.99628301945234,-2.0777917869493,3.06737675105538,-2.87100036015927,1.32547549450796,-4.84440628501401,64,61,69
"V2815",3.07639804281552,-7.52160115745747,-2.68190019662704,-3.62664096366451,-1.91046624867217,-3.64356580405328,-1.86358244918286,-1.8844871965753,3.39269639878666,-2.86469013978024,1.43526174776673,-4.8486194351596,65,61,69
"V2816",2.78977565701853,-7.78743401440973,-2.62493102784568,-3.54561132602666,-1.94658188391289,-3.38026672707911,-1.72771994387796,-1.71967942662012,3.61508243700355,-2.90166612171675,1.55374599595115,-4.82592342173534,66,61,69
"V2817",5.8235943901985,-4.88634563720812,1.81283096149264,-5.67064055279697,2.05510933435751,-5.66310177139024,-3.46751241318691,-4.41266339847042,-4.20759775776794,-4.25758925450876,-1.25967405100326,-3.09530594942635,46,62,69
"V2818",5.92097138883668,-4.98483245670284,1.5368554149426,-5.79099482011689,2.16391680606648,-5.72397493076169,-3.42401336779577,-4.49529933788792,-4.31517613904931,-4.29046915267022,-1.12885628406277,-3.16283118354988,47,62,69
"V2819",6.01238914035288,-5.08718771542464,1.19140628425533,-5.88034522327221,2.22189662549493,-5.76958734493524,-3.35802021699982,-4.55218614229004,-4.37710269836854,-4.31806814168205,-0.966095511738707,-3.24173940735266,48,62,69
"V2820",6.09021214183083,-5.19376761853505,0.792467645473964,-5.93536554535744,2.224273102907,-5.79808283720122,-3.2755400691258,-4.58101216054259,-4.37956680075994,-4.336626408803,-0.776375081378113,-3.33269190737128,49,62,69
"V2821",6.14712964186776,-5.30519635473782,0.358140430540907,-5.95400998270824,2.16820621415187,-5.80791601476862,-3.18183872649338,-4.57977957837907,-4.31114686758642,-4.34240353107666,-0.565759521227337,-3.43575561914745,50,62,69
"V2822",6.17673342877813,-5.4223950018528,-0.0928303797858162,-5.93560542629643,2.05303670748014,-5.79795746754434,-3.08156393159603,-4.54701494766223,-4.16337248362139,-4.33213611167009,-0.341040249422945,-3.55034360715417,51,62,69
"V2823",6.17378328614056,-5.5465264444477,-0.542191725648373,-5.88079563315855,1.88042966919783,-5.767435567716,-2.97876211478719,-4.48190646543802,-3.93109957820357,-4.30338665405378,-0.109322010254516,-3.67524491087536,52,62,69
"V2824",6.05552817634148,-5.8206919749829,-1.37022118873012,-5.67047984359607,1.38115198837785,-5.64265258742598,-2.77692537224909,-4.25522788429579,-3.21208994867394,-4.18605512749636,0.348316172878814,-3.94838676618612,54,62,69
"V2825",3.49345753331044,-7.8599615230861,-2.48438579284978,-3.84330356065647,-1.60127777245058,-3.74187998374287,-1.695577230973,-2.02568134310544,2.22148158598764,-3.21931971059646,1.92228653931004,-5.0007913481492,64,62,69
"V2826",3.17792007737449,-8.11586603777442,-2.42461059231183,-3.72132007632619,-1.6815003712975,-3.4588651210948,-1.56284067919459,-1.83277164583314,2.52142542777361,-3.22763176692444,2.05135095330297,-5.00373147804706,65,62,69
"V2827",6.18979427052551,-5.36606082532365,1.79250954296817,-5.8136275596955,1.92034978598243,-5.82629939785951,-3.41839140912275,-4.45770298327474,-4.43492553718358,-4.50359099857378,-0.858120519946605,-3.33447331018542,46,63,69
"V2828",6.27282257639147,-5.47898662467648,1.54460467292433,-5.93208482340008,2.00205997328039,-5.88789760297545,-3.35136756965479,-4.5246908660984,-4.545321401227,-4.53021303256819,-0.719580042926995,-3.40773401626548,47,63,69
"V2829",6.34871010550835,-5.59654762076202,1.23135438880298,-6.01988923180344,2.0393691418205,-5.93186369764446,-3.26424544929293,-4.56667369756493,-4.61312410297846,-4.55150787344247,-0.550579928410551,-3.490708328054,48,63,69
"V2830",6.41033961028692,-5.71877081356774,0.867518029982092,-6.07385027262442,2.02819540978957,-5.95624671168703,-3.16266109989068,-4.58157401740551,-4.6256258570408,-4.56428360152014,-0.355799809490469,-3.58391064138455,49,63,69
"V2831",6.45080887491629,-5.84592393678503,0.469841915097909,-6.09196246179319,1.96613677334215,-5.95937675323936,-3.05150445816588,-4.5676156747738,-4.57230567692007,-4.5653933472782,-0.140850153855215,-3.68738562271097,50,63,69
