"","Cue_c","Cue_d","LF_c","LF_d","RF_c","RF_d","LH_c","LH_d","RH_c","RH_d","Ton_c","Ton_d","x","y","z"
"V5019",2.35790772818049,-3.74107958226481,-1.74997646875925,-5.26467321744374,-3.32337071483008,-4.49760731472581,3.90172029002531,0.399769890361252,-2.6524122575694,-1.88455407013938,0.169093826392613,-3.54595379525454,19,54,59
"V5020",2.24417296240718,-3.52486661252455,-1.44715203849446,-4.75406566569701,-3.28256963357471,-4.3465763285481,4.51507110306025,0.821739885486231,-2.67065473046798,-1.50022612083368,0.00833536336051148,-3.45565611280969,20,54,59
"V5021",2.14250030899952,-3.322864176639,-1.18997652257731,-4.28126761776974,-3.23849114863928,-4.20854083997606,5.05161981125764,1.1872361654789,-2.69380065779467,-1.16984540256484,-0.131096602367217,-3.37767697731855,21,54,59
"V5022",2.05418857504012,-3.13670258135421,-0.982273693267384,-3.851209926193,-3.19234415449699,-4.08659105550151,5.49691957185439,1.48766935521275,-2.71977125935467,-0.899908453223082,-0.246840445975907,-3.31484449627985,22,54,59
"V5023",1.8492450970711,-2.58959874106067,-0.641251828026254,-2.65077751185299,-3.00722729815294,-3.81928095252615,6.14780690216342,1.92057126180684,-2.7980342764642,-0.49791716334262,-0.473997309259442,-3.26125516374284,26,54,59
"V5024",1.83347269250102,-2.51205123284226,-0.651233861971044,-2.49718339612469,-2.96285370936055,-3.81798609469978,6.00822428998742,1.83007570150799,-2.7970884327697,-0.563724116150387,-0.487202058380287,-3.30394382837511,27,54,59
"V5025",1.82927075777494,-2.46125784331995,-0.679076895570611,-2.40473460053204,-2.91832708984427,-3.8441605519338,5.75754565375007,1.66834753785737,-2.78372314117837,-0.68539723878786,-0.494693200496511,-3.36889158654036,28,54,59
"V5026",1.95692053961747,-3.78165209668947,-1.85386512477439,-5.56601863806293,-3.14455024334824,-4.17341290334016,3.00735118430859,-0.37595824652716,-2.70673738895687,-2.30505405716732,0.998851132486891,-3.5420435225471,18,55,59
"V5027",1.8499592277033,-3.55813685381022,-1.50857071515422,-5.03017492022669,-3.10889999354645,-4.02818171501711,3.70001188638382,0.110362657695874,-2.71689841915542,-1.86838505703439,0.800185258825887,-3.43707354319493,19,55,59
"V5028",1.75638341860041,-3.34820961966804,-1.20412752586028,-4.52919000499709,-3.06988193323957,-3.89630366688883,4.33169544760794,0.550602992498313,-2.73291564837779,-1.47781179679604,0.617010452086237,-3.34132153236786,20,55,59
"V5029",1.67749779146636,-3.1532658427569,-0.945877938814067,-4.06783001696061,-3.02874209827238,-3.78073054164804,4.88775516819527,0.93575838565407,-2.75312349160915,-1.14065951639868,0.452556414627787,-3.2578466231418,21,55,59
"V5030",1.54085807307153,-2.67586738607883,-0.479540996825555,-2.97234131455051,-2.90596323516156,-3.56458046925522,5.96018835969133,1.67746185772874,-2.81571438537519,-0.511396848683118,0.0914915391339078,-3.11031291267355,24,55,59
"V5031",1.53007083422616,-2.55899479768989,-0.424617356361528,-2.71855627887149,-2.86881638023841,-3.54561196474943,6.0836258836973,1.76748776413688,-2.82797313519199,-0.440678207392474,0.0150805947272774,-3.10352856976361,25,55,59
"V5032",1.53543090106101,-2.46635009244261,-0.410889499564728,-2.52582077820463,-2.8343413879062,-3.55618016593442,6.082744755819,1.77603267272564,-2.83119236997109,-0.438865932500833,-0.0436492675149638,-3.12050083285014,26,55,59
"V5033",1.55509135030843,-2.39939661752175,-0.428470951091908,-2.39544438649745,-2.80217392147124,-3.59659720657542,5.96100765176644,1.70616351119428,-2.82309550216883,-0.501337971994229,-0.0897167299846227,-3.16152023510009,27,55,59
"V5034",1.58680006824233,-2.35910425184955,-0.465392601105232,-2.32726085415621,-2.7713568080687,-3.66610466374518,5.72742490701991,1.56414459839525,-2.80227148138779,-0.62082156350777,-0.12941686535972,-3.22583937351928,28,55,59
"V5035",1.62832604788486,-2.34593975644095,-0.509239555497373,-2.31991530271459,-2.74046181254447,-3.7631784695808,5.39520061827599,1.35852549222692,-2.76833223796938,-0.788399343099742,-0.169592239947636,-3.31190069336497,29,55,59
"V5036",1.70280741072614,-4.10286013055834,-2.44736237772693,-6.49301922714969,-2.96013320236927,-3.9974844294223,1.15745123878969,-1.84179955410503,-2.79977562733299,-3.33654202227192,2.14287727052083,-3.68833608313802,16,56,59
"V5037",1.58626804021744,-3.859520061948,-2.03792058096381,-5.90582771586073,-2.93308256757622,-3.84422949702989,1.9422239935929,-1.27695777943787,-2.79329981637925,-2.82708168944939,1.90941405442446,-3.56926321641215,17,56,59
"V5038",1.48266972202664,-3.62835074480676,-1.65772674730362,-5.34691495776098,-2.90149981978531,-3.70201465917341,2.69225084603365,-0.740996697717452,-2.79411825341953,-2.34920876887085,1.68254820764912,-3.45380370627373,18,56,59
"V5039",1.39347088886408,-3.41030966428317,-1.31243079651241,-4.82004529057476,-2.86636184296515,-3.57333505096415,3.39624206465963,-0.241084315334658,-2.80133711097305,-1.90929163247992,1.46513894649728,-3.3444172626789,19,56,59
"V5040",1.32019156877835,-3.20659689703207,-1.00804695029866,-4.32967649321416,-2.82888688569477,-3.46109975140316,4.04069663517285,0.214327666557197,-2.81372091216414,-1.51458979190762,1.26047755299645,-3.24400870131125,20,56,59
"V5041",1.2643114968005,-3.0186615201853,-0.750132039683833,-3.88077996922458,-2.7904993303642,-3.36854840098422,4.61075798604944,0.616125127085677,-2.8295872825396,-1.17258973098704,1.07181256927001,-3.15573359636461,21,56,59
"V5042",1.22714907229199,-2.84816895202919,-0.543010645849701,-3.4785841873119,-2.7527253480458,-3.2990894756164,5.0913453397749,0.955275250893245,-2.84680295140725,-0.890305898578811,0.901869754520674,-3.08277707108711,22,56,59
"V5043",1.20963573777425,-2.69694784348086,-0.389057646637221,-3.12822758784786,-2.71702135593085,-3.25602832909134,5.4685679540069,1.2236973971921,-2.86285262692743,-0.673573403688831,0.752406991780113,-3.02817248366065,23,56,59
"V5044",1.21197996180172,-2.56688403065804,-0.287861137586116,-2.83430530701131,-2.68459492104508,-3.24216920120744,5.73128536845856,1.41518455794801,-2.87494952802936,-0.526260339950376,0.623831265526548,-2.99459447470426,24,56,59
"V5045",1.23344696260722,-2.45978328642837,-0.235664431794616,-2.60044032732332,-2.65622725629935,-3.25945442497868,5.87250186932015,1.52619257003132,-2.88023132674274,-0.449621863289746,0.51493173624429,-2.98413119216759,25,56,59
"V5046",1.2723708121963,-2.37722956326382,-0.225416933532021,-2.42899727100876,-2.63213640950734,-3.30875634425233,5.89023237854742,1.556273272303,-2.8760462628656,-0.442036247251403,0.4228455205337,-2.99810022295366,26,56,59
"V5047",1.32632839445946,-2.3204193534668,-0.247186130666781,-2.32087647952721,-2.61189828092268,-3.38975959799873,5.78801683697577,1.50825867062248,-2.86030606166111,-0.498974625739855,0.343188580057284,-3.03686313370237,27,56,59
"V5048",1.39249171017563,-2.29005437938096,-0.289083225866214,-2.27550964144592,-2.5944695141083,-3.50105197127227,5.57474228991091,1.38804409285026,-2.83179163181898,-0.613357876672063,0.270393137121403,-3.09975831092727,28,56,59
"V5049",1.46807641985076,-2.28635429938296,-0.3387592195562,-2.29113659924958,-2.57832736056168,-3.64045969950218,5.26347437843586,1.20382141070565,-2.79030015983506,-0.776431845294054,0.198320889873086,-3.18528713118348,29,56,59
"V5050",1.36824920202131,-4.228876463603,-2.71813658192525,-6.88965717093447,-2.71764017409233,-3.67040424196113,-0.0681739872281286,-2.87170398443532,-2.93057538711736,-3.96581922648158,3.13134495689248,-3.7459376043993,15,57,59
"V5051",1.25250490011341,-3.97788160939585,-2.28688254639804,-6.28355628203422,-2.69410019646582,-3.51842833658652,0.74526338386858,-2.27673448878093,-2.9139873907569,-3.43137140687565,2.88243855922243,-3.62229205072701,16,57,59
"V5052",1.14988887677963,-3.73878905133211,-1.87997728957989,-5.7037957579378,-2.66589857695911,-3.37737622315848,1.5333999535009,-1.70414934488329,-2.90469581029355,-2.92280996658186,2.63613808358611,-3.5002296412548,17,57,59
"V5053",1.0620259334066,-3.51243667546147,-1.50201032598504,-5.15352187083047,-2.63389290326906,-3.24965163306603,2.28801221378639,-1.15913114054758,-2.90200164385635,-2.44496304061261,2.3941583059794,-3.38158202074752,18,57,59
"V5054",0.990735113354457,-3.29987689149277,-1.1587632839047,-4.63674677334477,-2.59923198271656,-3.13816261760319,2.99777585474636,-0.648791335059786,-2.90500186118067,-2.00420172774094,2.15915464040716,-3.26878666694649,19,57,59
"V5055",0.93784844522486,-3.10239060866114,-0.856368238686187,-4.15814808030535,-2.56331208739928,-3.04619261424389,3.64919235517292,-0.181519081114689,-2.91246413787639,-1.60778785893321,1.93425353743788,-3.16474112786897,20,57,59
"V5056",0.904996742944224,-2.9214527709358,-0.600410742422141,-3.72281663825177,-2.52771918690079,-2.97720209009612,4.22751346491937,0.233642651433198,-2.92273807939396,-1.26319298548574,1.72263662605247,-3.07261669643784,21,57,59
"V5057",0.935765626285232,-2.49481626735941,-0.142958076648583,-2.72712417628739,-2.4386657828845,-2.94058152359916,5.38334934365928,1.0827147733761,-2.94777872557001,-0.603535338114132,1.19071600394078,-2.89964730382164,24,57,59
"V5058",0.988374139057336,-2.39709773636752,-0.091843715169859,-2.51288816396592,-2.41890985755394,-2.99322682303675,5.5406905773257,1.21372761237105,-2.9453971454364,-0.520703341736616,1.0498767207039,-2.88560599690681,25,57,59
"V5059",1.05934692227832,-2.32410524640999,-0.0824437415711845,-2.36189809341211,-2.4049169458777,-3.07983849986168,5.57700620783264,1.26528861406893,-2.93335298056315,-0.506199713432931,0.924731324748242,-2.89639068125743,26,57,59
"V5060",1.14572137368986,-2.27676681854233,-0.104928109580429,-2.274655457607,-2.39620232020506,-3.19949298276977,5.49585821684904,1.23995894293883,-2.90976844271723,-0.55566353524882,0.811576971992409,-2.93244983382841,27,57,59
"V5061",1.244147760406,-2.25551990327466,-0.147636975011768,-2.25021556449893,-2.39164973073748,-3.35016619060318,5.30592584272925,1.14321914479129,-2.87362777682001,-0.662288131420588,0.705611568703183,-2.99322234769172,28,57,59
"V5063",0.960675382857691,-4.13940525093252,-2.58705221858996,-6.69879135601084,-2.43197401212916,-3.20252179182568,-0.552549901827984,-3.35426255753008,-3.07059851768696,-4.10185590333159,3.90337383118731,-3.6965445821266,15,58,59
"V5064",0.857668700152793,-3.89226958000861,-2.1599723660311,-6.09995221448092,-2.4067336713083,-3.06158221058043,0.260147514612385,-2.7542610255754,-3.0507846008991,-3.57044360872539,3.64382541670714,-3.5707560225739,16,58,59
"V5065",0.769279938493233,-3.65752543078374,-1.75724764341166,-5.52862673054894,-2.37747922098728,-2.9335405241778,1.04777740828417,-2.17604206653009,-3.03757749133069,-3.06455363086792,3.38523475220209,-3.4465470764862,17,58,59
"V5066",0.697461141053257,-3.43609366634983,-1.38347998996868,-4.98815972866215,-2.34521585159368,-2.82115995632393,1.80221844404424,-1.62465127047646,-3.03027664360985,-2.588923426142,3.12906692499436,-3.32568844435427,18,58,59
"V5067",0.644302358640682,-3.22910065480709,-1.04434712276433,-4.48271375899436,-2.31124723856003,-2.72766662689813,2.51241488738493,-1.10696490143464,-3.02797644301392,-2.14974592325628,2.87769645941213,-3.21054808687413,19,58,59
"V5068",0.611841487850665,-3.03787987677168,-0.745836626769638,-4.01707009421094,-2.27712583105247,-2.65660215058703,3.16521634857265,-0.631110736768358,-3.02946135220746,-1.75408365441269,2.63400667980781,-3.1039616847463,20,58,59
"V5069",0.601796056059731,-2.86392794280567,-0.493353343017492,-3.59633839588868,-2.24456376375881,-2.61157147480235,3.74638371022096,-0.205809796156978,-3.03312912240782,-1.40918518591231,2.40098816500045,-3.00906290117832,21,58,59
"V5070",0.61524226827171,-2.70883524461058,-0.290877741529422,-3.22560866463298,-2.21529057371293,-2.59591600806119,4.24170343465737,0.160319420138044,-3.03696380313941,-1.12180921364771,2.18137988059115,-2.92912267538908,22,58,59
"V5071",0.652481994258866,-2.57424837869808,-0.140356429830707,-2.9096479838967,-2.19089251756352,-2.61250807554041,4.63824536757648,0.459557161637712,-3.03860322455738,-0.897562528831582,1.97723868458382,-2.86734711647447,23,58,59
"V5072",0.712915730739098,-2.4617979878192,-0.0411185770968362,-2.65254884274515,-2.17264202585917,-2.6635041827109,4.92570726565086,0.685903323298117,-3.03547326421101,-0.740215526417065,1.78954775730092,-2.82663703931992,24,58,59
"V5073",0.794866111695199,-2.37294139334316,0.0106434787564803,-2.4573077730806,-2.16131107120908,-2.74998387969685,5.09769732460491,0.835789052480902,-3.0249983935977,-0.651087160596799,1.61797676148915,-2.80932469969475,25,58,59
"V5074",0.895653232957603,-2.3088085734972,0.0218624624335708,-2.325552917143,-2.15704508006452,-2.87176241493844,5.15260096866277,0.908504235868404,-3.00490609237275,-0.628756781522625,1.46080642925289,-2.81693358361805,26,58,59
"V5075",1.01184466443406,-2.27007379128074,0.00212639655624696,-2.25741387385612,-2.15930281956039,-3.02736185200746,5.09396270367824,0.906330995974799,-2.97354249079488,-0.669083740468374,1.3150209178303,-2.85000428561633,27,58,59
"V5076",0.610198657914292,-4.09092178226117,-2.48586366386248,-6.53494389175801,-2.12777878693904,-2.75987102276178,-1.10171689128693,-3.87402827443119,-3.23440819535007,-4.2785011476148,4.6938894720263,-3.66127551847055,15,59,59
"V5077",0.520426451303373,-3.8478419731337,-2.0640563492566,-5.94431337004727,-2.1011104990072,-2.63096909576602,-0.292284377221816,-3.27023491404653,-3.21042415436248,-3.75125094175984,4.4236992446288,-3.53397281168839,16,59,59
"V5078",0.446752162018732,-3.61763390031082,-1.66700134186778,-5.38252713234715,-2.07113628755022,-2.51696332620796,0.491436919111725,-2.68821809742358,-3.19239752468872,-3.24962735994416,4.15324173049856,-3.40839802160476,17,59,59
"V5079",0.39136848000022,-3.4012891567626,-1.29916439091405,-4.85306566482294,-2.03900355661184,-2.42090071907681,1.24155636741525,-2.13281285579145,-3.17961653019849,-2.77818477883986,3.88371957235892,-3.2862497027551,18,59,59
"V5080",0.35654508496666,-3.1999892703097,-0.965905433342188,-4.36014527847669,-2.00614757846956,-2.34622944534367,1.9475678638109,-1.61049302731628,-3.17117521104342,-2.34277024071429,3.61715780350372,-3.16978532239114,19,59,59
"V5081",0.356643103576877,-2.84809636796151,-0.42493074460602,-3.503226308306,-1.94507466525998,-2.27570600100955,3.17647672101804,-0.696326192853881,-3.16219541405051,-1.60689106651775,3.10335251059309,-2.96515347699511,21,59,59
"V5082",0.394152657615984,-2.70052166914773,-0.225793941066514,-3.14912092393449,-1.92042915385105,-2.28667630927567,3.67263923710291,-0.320828439490963,-3.15820202907774,-1.31965674649493,2.86146333002136,-2.88325674122435,22,59,59
"V5083",0.456870314314363,-2.57388487485842,-0.0769391364412552,-2.8506520578508,-1.90188654698495,-2.33206768312322,4.07348171516435,-0.00971923481673502,-3.15167626857479,-1.09361652733496,2.63255310153165,-2.81923290676628,23,59,59
"V5084",0.543734686497179,-2.46963558361773,0.0226309927583225,-2.61151495285767,-1.89068425043293,-2.41357818465006,4.36952372328396,0.231330306778644,-3.1402153843554,-0.93228344823039,2.41780697577297,-2.77599153132925,24,59,59
"V5085",2.97249834069793,-3.57059234647028,0.100865353309626,-5.40466610605723,-2.07575683114931,-6.59370862795346,0.116801682597953,-2.39566981235603,-2.29269397627139,-3.3917432125472,-0.359605812786292,-4.52236585801272,39,59,59
"V5086",3.18473813077659,-3.74745000568194,0.0803831561731643,-5.82805594676411,-2.05239453578729,-6.92894792281964,-0.237832291991888,-2.70219127924823,-2.30126449704478,-3.61330650920007,-0.53670514559516,-4.69392890782374,40,59,59
"V5087",0.230781394940413,-2.7352763911057,-0.194840805025814,-3.10726704705042,-1.61312970492744,-2.00919447894354,3.02109382441809,-0.849628691060388,-3.29979441502403,-1.56681254362652,3.56481051404951,-2.85787709656183,22,60,59
"V5088",3.10617143867439,-3.66720544437724,0.217443066153111,-5.52171975342465,-1.99715961693805,-6.72663697689474,-0.00300931600829237,-2.52824366318063,-2.38195923020138,-3.45295787880393,0.0238729331445451,-4.47753835711236,39,60,59
"V5089",3.3212782028942,-3.84485030027481,0.197252165630458,-5.94325293702025,-1.99342368078259,-7.07359109590164,-0.324160308976517,-2.8154664809938,-2.393722803375,-3.66574481212353,-0.149368995328826,-4.65179855618713,40,60,59
"V5090",3.54785100369848,-4.01801354738397,0.139619931283508,-6.35785920488622,-1.98240052310568,-7.40700916254542,-0.613565416287456,-3.09351620639575,-2.42689057002802,-3.86295464419712,-0.300656973881634,-4.81535481110005,41,60,59
"V5091",3.24684833100471,-3.79389291337328,0.342394769220198,-5.62956651933307,-1.89000045849883,-6.82907088405937,-0.165660076812683,-2.69072190126446,-2.50918645137627,-3.53790706723868,0.460135380517671,-4.44631352003451,39,61,59
"V5092",3.46244407830885,-3.9716090328988,0.324758875286684,-6.04627565502924,-1.90445444876003,-7.18417679333131,-0.450419707111546,-2.95626621910241,-2.52482234934542,-3.74016480685,0.291351784217065,-4.62230768342824,40,61,59
"V5093",3.6875101852998,-4.14591918975437,0.270168022312926,-6.45545851504266,-1.9112451879689,-7.52422156984961,-0.706043816386228,-3.21379510857376,-2.56196773647979,-3.92758721073528,0.14634418243638,-4.78811877666524,41,61,59
"V5094",3.45207431183077,-3.76566692858108,-1.85526330345381,-4.53542230609406,-3.77083743211039,-5.25716454103148,6.09537341954391,2.26407629507199,-2.39055892976558,-1.18496990816702,-2.00384466917094,-3.75005714381006,22,51,60
"V5095",3.309372760695,-3.55595544593046,-1.72026898658459,-4.09679270384944,-3.69764212941429,-5.06081354453224,6.31269675851208,2.39315075119964,-2.43382204473335,-1.01598949029902,-1.98077908245116,-3.69800368579192,23,51,60
"V5096",2.71374947418414,-3.80215903223356,0.0479263266629897,-5.11205667803175,-0.647432034700222,-4.77704922174465,-2.01884462164055,-3.51550838792654,-2.50635007941395,-4.0885105464573,-2.6511915065323,-5.13663666360405,43,51,60
"V5097",2.87582230582187,-3.8584099105819,-0.0261218734393236,-5.4025501928153,-0.481914990912751,-4.89150191671492,-2.25612951049994,-3.78063608084962,-2.56142762084241,-4.2257991109721,-2.77249066454075,-5.22205973117869,44,51,60
"V5098",3.00041103761797,-3.74556271230998,-1.64744575457761,-4.73021589370637,-3.72587014297895,-5.00483138884747,5.97641382768681,2.04426135602504,-2.35359959615233,-1.20304237473089,-1.55216472182289,-3.66908586571173,21,52,60
"V5099",2.87523386613749,-3.53046244635182,-1.46663887472002,-4.26334751377206,-3.66430969875195,-4.82612804110492,6.33070576211594,2.27455964554356,-2.39405483962268,-0.961753508835883,-1.5871901747219,-3.59722751039717,22,52,60
"V5100",2.76021751312285,-3.32952637551805,-1.33538898576598,-3.8386591064709,-3.59781968695842,-4.65810588770366,6.57698323089946,2.42846319417815,-2.437994111548,-0.786127598974679,-1.59123776339856,-3.54012655419723,23,52,60
"V5101",2.65559947863408,-3.1451096524836,-1.25116445628168,-3.46052230876456,-3.52718107595007,-4.503584932862,6.70619357445353,2.50167172961824,-2.48207715438517,-0.678288225582733,-1.56586575963081,-3.49989964780894,24,52,60
"V5102",2.40088172244103,-2.71744205997466,-1.20774198989967,-2.64104703778352,-3.29391155217265,-4.1473300143859,6.36542543391363,2.23981083053623,-2.57826956596272,-0.742351412492302,-1.36231229369916,-3.49340945906576,27,52,60
"V5103",2.33306388536543,-2.6250249209631,-1.22617089835897,-2.4803320681128,-3.20801600297468,-4.07082809798704,6.02502858357073,2.0086037712756,-2.58766911116656,-0.873602495737917,-1.27744384431205,-3.53003177002146,28,52,60
"V5104",2.36538941269082,-3.4261182612448,-0.0736651501241385,-4.35417636049152,-1.40968366027102,-4.75046594298542,-0.776243603645913,-2.5258615324308,-2.26266568369773,-3.54109319029765,-2.08197686996438,-4.75527720128675,40,52,60
"V5105",2.49431685046082,-3.55389512656286,-0.0111620064627068,-4.69575042007896,-1.20975522234843,-4.89605648406657,-1.18645331432154,-2.85922137607668,-2.2978519605119,-3.7319706195093,-2.26416211445334,-4.86136921061658,41,52,60
"V5106",2.64595304533173,-3.66601619024234,0.00111916729774776,-5.03379169587434,-1.01709317740701,-5.04291249335202,-1.54411328092276,-3.17408386583029,-2.34617054105308,-3.90986474965434,-2.43296106042839,-4.96072553120276,42,52,60
"V5107",2.81674380814115,-3.75687995193767,-0.041799309495521,-5.35929351307081,-0.837518376544101,-5.18720641350831,-1.84997380216332,-3.46957956979814,-2.40132392253503,-4.07200387002561,-2.58074353940314,-5.05279269534303,43,52,60
"V5108",2.56118496966109,-3.75056238554793,-1.5407225632839,-4.95975556449868,-3.62752973432783,-4.71630104583349,5.57564955133578,1.62524449351929,-2.34360392880578,-1.36277353395783,-0.974366928116622,-3.62184877422574,20,53,60
"V5109",2.44923659694721,-3.53078123355181,-1.30908534749709,-4.46522874500947,-3.57529439047649,-4.55150342887979,6.05452900573544,1.94989078485864,-2.37817790243853,-1.05094720683729,-1.06534767641835,-3.53130528080694,21,53,60
"V5110",2.3497724365668,-3.32384962942781,-1.12874819429794,-4.01055758150262,-3.51845869308335,-4.39824735184953,6.43681732976873,2.2048521197023,-2.41838825390919,-0.801306914747334,-1.12761557215024,-3.45342424339312,22,53,60
"V5111",2.26337576031908,-3.13178369680236,-1.0004598865812,-3.60050467874256,-3.45808155394177,-4.25944608408442,6.70973402743363,2.38306632859815,-2.46127631325833,-0.618545525223071,-1.1604513501171,-3.3908661021885,23,53,60
"V5112",2.08159028115941,-2.66897768366178,-0.889626769800757,-2.68059560697272,-3.26330240842476,-3.95760040123574,6.79398915615619,2.42308317783166,-2.57008419390801,-0.484045905575497,-1.10485320908994,-3.31610913713795,26,53,60
"V5113",2.04381086827176,-2.5608248314559,-0.915244833357978,-2.48759475472496,-3.19439422532189,-3.90227767584314,6.57493196782832,2.27604810188726,-2.58768921474712,-0.567295414785268,-1.05287174677234,-3.33261204332444,27,53,60
"V5114",2.0149899939567,-2.47927060676982,-0.951751331882118,-2.35374852640047,-3.12246422334784,-3.87136349924678,6.24435551942902,2.0590961469474,-2.59137481074663,-0.703078780120768,-0.997205827904877,-3.36965404835672,28,53,60
"V5115",2.43710955202549,-3.38111220482871,-0.0842777852699002,-4.550027172448,-1.54776470046215,-5.07608482123757,-0.593651807831862,-2.46806573528779,-2.18480197693033,-3.50764954929821,-1.9888615034928,-4.66714356048245,40,53,60
"V5116",2.58980350548814,-3.51670520519097,-0.0465909420876722,-4.91075504362059,-1.36343212159875,-5.25419460633142,-1.01466109586361,-2.80896466283216,-2.21656788316694,-3.70756334058544,-2.17234102129943,-4.77817132082907,41,53,60
"V5117",2.76428361169159,-3.63696878674739,-0.0589895981087135,-5.26583838379134,-1.1841920994864,-5.43069974571277,-1.38401032560809,-3.13150067081462,-2.26266190259675,-3.8928961118354,-2.34083416488181,-4.88096120705126,42,53,60
"V5118",2.95682976069782,-3.73632300539502,-0.12621316584853,-5.60602433335372,-1.01551032627884,-5.6013963856748,-1.70235809245131,-3.43449864305675,-2.31676165009544,-4.06074261892963,-2.48687099803382,-4.97482882579154,43,53,60
"V5119",3.16188001106219,-3.81001556623628,-0.249611762546155,-5.92199267885107,-0.863193351486434,-5.762016299313,-1.97201942184331,-3.71649715992411,-2.36982539925566,-4.20740614742502,-2.60414961262212,-5.05975097302,44,53,60
"V5120",2.14085506018842,-3.78217168940828,-1.53783844931623,-5.22572367916366,-3.48232740134179,-4.40107828017255,4.91924992953535,1.02290700260493,-2.36389503101952,-1.65891068475691,-0.27844040464183,-3.60873596311072,19,54,60
"V5121",2.03793659843854,-3.55778471426199,-1.25579571059514,-4.70483939359326,-3.43747214254327,-4.24647110398776,5.50355436508292,1.430046352994,-2.38984742439778,-1.28296769145579,-0.419218297942488,-3.50194285535686,20,54,60
"V5122",1.94941883649814,-3.3453392503358,-1.02316707420687,-4.22107645949715,-3.3880756559245,-4.10406994904987,6.0063148280789,1.77693287937652,-2.42317215113047,-0.96301538942653,-0.535870029096684,-3.40508583504668,21,54,60
"V5123",1.75245785840432,-2.65343607269088,-0.616752705514958,-2.75455663564203,-3.16885716500776,-3.71699970330216,6.93351519995552,2.41079702255679,-2.57258279733932,-0.34783361558779,-0.737147398604004,-3.17393053883867,25,54,60
"V5124",1.74076843446046,-2.5314275502484,-0.627870559522797,-2.52602892039212,-3.1127753306538,-3.67900551323501,6.85393226757369,2.36226457766003,-2.59620342750166,-0.367664292143209,-0.730338379292385,-3.16652966130905,26,54,60
"V5125",1.74108806702583,-2.43430395526046,-0.665555555146536,-2.35790761526521,-3.05625753840301,-3.66753373958987,6.65042991821818,2.23437882758517,-2.60751081869626,-0.450197096533473,-0.711068504849777,-3.18148757587475,27,54,60
"V5126",1.75113898564277,-2.36372593744604,-0.716276142796906,-2.25051151357198,-2.99831076372044,-3.68250753890094,6.33312900993645,2.03469250216982,-2.60434545550423,-0.587220141558034,-0.687273065438827,-3.21826703525771,28,54,60
"V5127",2.71647111400518,-3.50187848896854,-0.0727976048283476,-5.12229998414008,-1.49610109973827,-5.60690847129409,-0.875938408839292,-2.77631722444332,-2.15275561458072,-3.6913147182051,-2.05596886286094,-4.70000644171215,41,54,60
"V5128",2.91083500611413,-3.62988505043069,-0.10684340107288,-5.4922230718476,-1.33306466303567,-5.81144249406572,-1.24978751558043,-3.1029036479237,-2.19815371575352,-3.88187313476651,-2.22230921489841,-4.80686629109429,42,54,60
"V5129",3.12214898519923,-3.73763892451401,-0.195385657818245,-5.84517031075021,-1.17812218430013,-6.00710716039704,-1.5738169457578,-3.40998205886697,-2.25280484325978,-4.05351168939293,-2.36470493578405,-4.90335200988382,43,54,60
"V5130",3.34455990118571,-3.8204996643707,-0.339460934712303,-6.17167103685945,-1.0367837286861,-6.18930310813024,-1.85024338820556,-3.69576128841609,-2.30751618134443,-4.20252308345881,-2.47709549619728,-4.98948336310694,44,54,60
"V5131",1.74673956072561,-3.84343734803632,-1.63262830977534,-5.52921384561366,-3.29697019682699,-4.06966565439685,4.04406189247176,0.261286601430816,-2.41740528021049,-2.07830293360183,0.520781967580139,-3.62766942886228,18,55,60
"V5132",1.64879240893715,-3.61399877853718,-1.30514993137363,-4.98370338296758,-3.25788774558498,-3.92163086780681,4.7111065671604,0.73610263249098,-2.43271047486281,-1.64812847407972,0.339292849432183,-3.5081616873106,19,55,60
"V5133",1.5668012237721,-3.39600158227889,-1.02238230265857,-4.47249333667175,-3.21420873086542,-3.7863980776396,5.31298758583281,1.1614188750967,-2.4564567325673,-1.26597520615933,0.175813607900963,-3.3954919949464,20,55,60
"V5134",1.50207589306076,-3.19077201814635,-0.789635965687315,-4.00036662833914,-3.16717953154136,-3.66690818264069,5.83450064134821,1.52792393549865,-2.48684173280972,-0.939280733033354,0.0336570979849274,-3.29267408276117,21,55,60
"V5135",1.41939607304806,-2.6704247040624,-0.416602190206429,-2.8695742278431,-3.0200260307032,-3.43523530629723,6.77162459361053,2.19106632289266,-2.58966748503037,-0.352488626247401,-0.246389845064636,-3.07459106886321,24,55,60
"V5136",1.42830539483939,-2.53604266466226,-0.394786371416576,-2.60314382694689,-2.97275059138498,-3.40966003078892,6.83933155766053,2.2481843638339,-2.61623885633642,-0.298542757605813,-0.292388630045451,-3.04122502067075,25,55,60
"V5137",1.45296857322514,-2.42485784624334,-0.412773062874585,-2.39739751502876,-2.92718535395593,-3.41281055464815,6.77800444983131,2.22133488319195,-2.63295437970288,-0.313907108622457,-0.320053457232126,-3.03069728162049,26,55,60
"V5138",1.49077623682463,-2.33870664475323,-0.458931026514013,-2.25364758482799,-2.88290136580267,-3.44491321071629,6.59204065428286,2.11445931749849,-2.63687176316961,-0.393140332159689,-0.335278194721246,-3.04359108572265,27,55,60
"V5139",1.53877836702187,-2.27894981762827,-0.519610508766708,-2.17173874798292,-2.83880937038138,-3.50514038155113,6.29161174114556,1.93481056385193,-2.62604141542603,-0.528109913478872,-0.345282855444891,-3.07942463441488,28,55,60
